codigo;CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB;MEDIA_DOL;SITUACAO
2398;2019;5;12019000;21;576;BA;517800;20858;20858233;7137990;4.02;1
2399;2019;8;12019000;21;372;SC;927700;9504;9503531;3385042;4.0;0
2400;2019;4;12019000;21;160;RS;1017700;934958;934955692;325071616;3.91;1
2401;2019;4;12019000;21;160;GO;817800;348362;348703731;119306461;3.91;1
2402;2019;11;12019000;21;160;PI;517800;2573;2572990;914566;4.12;0
2403;2019;6;12019000;21;161;MS;817800;3000;3000000;933420;3.87;0
2404;2019;5;12019000;21;160;PI;517800;13239;13238983;4539254;4.02;1
2405;2019;11;12019000;21;827;RO;227600;2468;2468300;919812;4.12;0
2406;2019;9;12019000;21;160;BA;517800;425600;425598995;151006406;4.11;1
2407;2019;3;12019000;21;372;MT;210200;31440;31440376;11125491;3.88;1
2408;2019;11;12019000;21;160;GO;917800;14187;14186402;5176360;4.12;1
2409;2019;4;12019000;21;399;MT;927700;7944;7943520;2760532;3.91;0
2410;2019;3;12019000;21;776;MS;817800;19115;19115420;7491160;3.88;1
2411;2019;4;12019000;21;372;MG;817800;15112;15111306;5359619;3.91;1
2412;2019;11;12019000;21;160;MT;927700;2279;2279794;833390;4.12;0
2413;2019;9;12019000;21;383;DF;927700;701;700934;245453;4.11;0
2414;2019;2;12019000;21;383;RO;210200;1663;1663572;611945;3.72;0
2415;2019;11;12019000;21;827;MT;227600;30588;30589139;11399043;4.12;1
2416;2019;5;12019000;21;538;MT;227600;79196;79195285;30147405;4.02;1
2417;2019;9;12019000;21;160;SP;917800;653;652772;245710;4.11;0
2418;2019;5;12019000;21;161;PI;517800;1080;1079926;362974;4.02;0
2419;2019;4;12019000;21;63;MS;147800;5430;5429610;1544615;3.91;0
2420;2019;4;12019000;21;676;MT;817800;5502;5501585;2009729;3.91;0
2421;2019;12;12019000;21;160;PR;927700;106870;106869842;39648728;4.13;1
2422;2019;6;12019000;21;63;MS;147852;55022;55021609;16668715;3.87;1
2423;2019;2;12019000;21;827;AM;227600;8500;8500000;2891700;3.72;0
2424;2019;11;12019000;21;53;MG;210200;2500;2500000;918275;4.12;0
2425;2019;4;12019000;21;372;PR;927700;2317;2316593;812499;3.91;0
2426;2019;11;12019000;21;538;RR;227600;10201;10200985;4028369;4.12;1
2427;2019;6;12019000;21;160;GO;320151;8900;8900000;3086106;3.87;0
2428;2019;6;12019000;21;628;PI;320151;12627;12626626;4176509;3.87;1
2429;2019;5;12019000;21;160;BA;817800;3000;3000000;1064880;4.02;0
2430;2019;6;12019000;21;53;PA;320151;9000;9000000;3059100;3.87;0
2431;2019;3;12019000;21;245;MG;210200;18500;18500000;6419394;3.88;1
2432;2019;3;12019000;21;573;MT;227600;127903;127903315;45382132;3.88;1
2433;2019;3;12019000;21;776;MG;817800;18348;18347272;7124978;3.88;1
2434;2019;5;12019000;21;399;SC;927700;29091;29090782;10149738;4.02;1
2435;2019;5;12019000;21;160;GO;817800;22708;22707721;7382923;4.02;1
2436;2019;1;12019000;21;160;RS;1017700;247613;247613316;90837864;3.77;1
2437;2019;5;12019000;21;160;PR;917800;429452;429453274;146263019;4.02;1
2438;2019;11;12019000;21;160;MT;727600;39937;39936087;14446138;4.12;1
2439;2019;12;12019000;21;160;GO;727600;97425;97424735;35857798;4.13;1
2440;2019;2;12019000;21;160;BA;320151;12443;12442975;4877265;3.72;1
2441;2019;7;12019000;21;160;PA;320151;39394;39394510;13547035;3.8;1
2442;2019;4;12019000;21;607;MT;217800;52896;52896105;18304697;3.91;1
2443;2019;4;12019000;21;676;MT;217800;65917;65917255;24225620;3.91;1
2444;2019;5;12019000;21;820;MT;210200;20000;20000000;7020200;4.02;1
2445;2019;6;12019000;21;53;TO;320151;9360;9359954;3309015;3.87;0
2446;2019;9;12019000;21;160;SP;817800;32314;32312883;11690915;4.11;1
2447;2019;6;12019000;21;372;GO;817800;944;943640;360442;3.87;0
2448;2019;7;12019000;21;576;MG;817800;16700;16700000;6098036;3.8;1
2449;2019;12;12019000;21;160;PI;320151;18620;18619702;6880586;4.13;1
2450;2019;8;12019000;21;399;DF;727600;2234;2233717;751847;4.0;0
2451;2019;8;12019000;21;161;PI;517800;69;69334;23693;4.0;0
2452;2019;6;12019000;21;827;TO;217800;110;110000;38864;3.87;0
2453;2019;10;12019000;21;160;SP;517800;3405;3404657;1300000;4.08;0
2454;2019;2;12019000;21;573;PA;217800;2000;2000000;702360;3.72;0
2455;2019;7;12019000;21;383;PI;320151;63;63241;21496;3.8;0
2456;2019;9;12019000;21;573;SP;917800;4000;4000000;1451080;4.11;0
2457;2019;2;12019000;21;827;RO;210200;4300;4300000;1581111;3.72;0
2458;2019;10;12019000;21;776;MT;727600;1934;1934000;709507;4.08;0
2459;2019;5;12019000;21;493;AC;227600;118;117633;39159;4.02;0
2460;2019;6;12019000;21;372;MG;817800;1644;1644030;620806;3.87;0
2461;2019;2;12019000;21;160;BA;817800;44;43921;16728;3.72;0
2462;2019;4;12019000;21;53;PA;320151;5273;5273196;1916385;3.91;0
2463;2019;7;12019000;21;160;MG;1017700;2000;2000000;736680;3.8;0
2464;2019;4;12019000;21;245;AM;227600;676;676019;232524;3.91;0
2465;2018;4;12019000;21;858;MT;817800;7507251;14750950;5910243;3.41;1
2466;2018;4;12019000;21;160;MT;817800;146202314;715583542;284391568;3.41;1
2467;2018;12;12019000;21;160;BA;517800;300441;300441639;117383412;3.88;1
2468;2018;5;12019000;21;827;MT;217800;112756;112755100;46299301;3.64;1
2469;2018;4;12019000;21;160;MS;917800;10036896;245231507;100738979;3.41;1
2470;2018;4;12019000;21;399;TO;320151;19746;19745777;7279689;3.41;1
2471;2018;8;12019000;21;245;MT;227600;53833;53834339;21226958;3.95;1
2472;2018;6;12019000;21;160;GO;917800;55831;55832454;22553248;3.82;1
2473;2018;8;12019000;21;776;MA;320151;54684;54684073;21229809;3.95;1
2474;2018;1;12019000;21;160;PR;917800;48464154;162535069;61690799;3.22;1
2475;2018;7;12019000;21;160;PR;817800;1624;1624300;670072;3.82;0
2476;2018;12;12019000;21;160;MT;927700;13395;13394499;5553788;3.88;1
2477;2018;12;12019000;21;858;MT;927700;708;707378;280177;3.88;0
2478;2018;3;12019000;21;190;MT;817800;3863;3862450;1539880;3.28;0
2479;2018;3;12019000;21;160;PA;320151;34429;34428820;13002902;3.28;1
2480;2018;7;12019000;21;271;SP;917800;106;106000;93443;3.82;0
2481;2018;3;12019000;21;776;MT;817800;2021692;23691000;9398008;3.28;1
2482;2018;6;12019000;21;399;MS;817800;6045;6044900;2501055;3.82;0
2483;2018;9;12019000;21;160;BA;817800;400;400000;174208;4.09;0
2484;2018;7;12019000;21;160;GO;917800;5809;5809889;2364414;3.82;0
2485;2018;11;12019000;21;160;MS;917800;0;1;0;3.81;0
2486;2018;8;12019000;21;160;MG;927700;0;291;114;3.95;0
2487;2018;8;12019000;21;160;GO;1017700;16541;16540696;6649454;3.95;1
2488;2018;1;12019000;21;81;SC;927700;9952;9951739;3632385;3.22;0
2489;2018;4;12019000;21;576;MT;917800;101;101227;43239;3.41;0
2490;2018;6;12019000;21;455;MT;817800;4340;4340000;1754230;3.82;0
2491;2018;5;12019000;21;776;DF;817800;159;158700;61771;3.64;0
2492;2018;8;12019000;21;160;RS;927700;8905;8903958;3493602;3.95;0
2493;2018;8;12019000;21;160;SC;927502;70808;70808462;29850015;3.95;1
2494;2018;5;12019000;21;827;TO;217800;17100;17100000;7211754;3.64;1
2495;2018;5;12019000;21;776;PI;320151;1000;1000000;399160;3.64;0
2496;2018;7;12019000;21;190;MT;817800;64737;64737345;26822757;3.82;1
2497;2018;12;12019000;21;160;TO;320151;61530;61529127;24010328;3.88;1
2498;2018;4;12019000;21;858;MG;817800;6501450;7950000;3280299;3.41;0
2499;2018;5;12019000;21;160;MG;727600;107767;107765891;44130160;3.64;1
2500;2018;5;12019000;21;372;MS;817800;31525;31525000;12226448;3.64;1
2501;2018;5;12019000;21;160;MT;210200;28765050;53790000;21914574;3.64;1
2502;2018;7;12019000;21;628;MT;210200;39622386;56395596;21669124;3.82;1
2503;2018;10;12019000;21;160;MT;817800;144031;144028844;58380855;3.82;1
2504;2018;5;12019000;21;23;RO;227600;13499;13498510;5338661;3.64;1
2505;2018;3;12019000;21;538;MT;227600;38500;38499470;15287370;3.28;1
2506;2018;2;12019000;21;245;MT;210200;41973639;114559488;44521108;3.24;1
2507;2018;11;12019000;21;160;SC;927502;763;763180;289673;3.81;0
2508;2018;7;12019000;21;820;RO;210200;3799990;3799990;1524784;3.82;0
2509;2018;9;12019000;21;160;PR;927700;64058;64057309;25194280;4.09;1
2510;2018;10;12019000;21;160;PI;517800;8042;8041813;3171748;3.82;0
2511;2018;6;12019000;21;573;MT;210200;13680000;13680000;5220835;3.82;1
2512;2018;3;12019000;21;386;RO;210200;12163790;12163790;4997007;3.28;1
2513;2018;6;12019000;21;23;MT;227600;17517;17517660;6784652;3.82;1
2514;2018;3;12019000;21;493;RO;227600;10000;10000000;3757500;3.28;0
2515;2018;10;12019000;21;160;TO;817800;2430;2429662;989650;3.82;0
2516;2018;4;12019000;21;372;MS;817800;2730;2730000;1044525;3.41;0
2517;2018;11;12019000;21;160;GO;727600;9885;9885130;3860724;3.81;0
2518;2018;8;12019000;21;607;TO;217800;2265;2265000;904686;3.95;0
2519;2018;7;12019000;21;160;SC;1017700;59512;59512290;23491043;3.82;1
2520;2018;7;12019000;21;245;MG;817800;2903;2902785;1231436;3.82;0
2521;2018;10;12019000;21;160;PR;917800;757190;757489918;303966181;3.82;1
2522;2018;10;12019000;21;160;SP;917800;15976;15975958;6356773;3.82;1
2523;2018;3;12019000;21;160;PR;917800;73236843;780573167;309105529;3.28;1
2524;2018;4;12019000;21;245;MT;320151;13744;13744572;5078757;3.41;1
2525;2018;3;12019000;21;386;MT;217802;11680;11680000;4608577;3.28;1
2526;2018;7;12019000;21;160;BA;320151;4610;4610000;1870930;3.82;0
2527;2018;1;12019000;21;160;GO;817800;65127;65127155;24615628;3.22;1
2528;2018;5;12019000;21;827;TO;320151;41521;41521785;16239893;3.64;1
2529;2018;5;12019000;21;399;MA;320151;414;414002;161527;3.64;0
2530;2018;4;12019000;21;576;SC;927700;7139;7138377;2721960;3.41;0
2531;2018;7;12019000;21;160;MT;727600;25887;25886940;10406358;3.82;1
2532;2018;2;12019000;21;160;PR;817800;10670;10669954;4040851;3.24;1
2533;2018;8;12019000;21;372;SP;817800;22000;22000000;7841188;3.95;1
2534;2018;7;12019000;21;245;PA;210200;1300000;1300000;535964;3.82;0
2535;2018;9;12019000;21;160;BA;217800;3307;3307373;1303436;4.09;0
2536;2018;7;12019000;21;160;TO;517800;34360;34359726;13696511;3.82;1
2537;2018;3;12019000;21;573;MT;227600;79108;79108091;29510723;3.28;1
2538;2018;9;12019000;21;160;ND;217800;849;848910;339072;4.09;0
2539;2018;6;12019000;21;63;ND;147600;896782;896782;331809;3.82;0
2540;2018;7;12019000;21;63;MS;147852;905;904594;354601;3.82;0
2541;2018;1;12019000;21;160;BA;817800;15;15200;5751;3.22;0
2542;2018;7;12019000;21;383;PA;217800;10250;10250000;4177080;3.82;1
2543;2018;7;12019000;21;576;MS;727600;39;39484;16380;3.82;0
2544;2018;12;12019000;21;858;RS;927700;263;263245;101810;3.88;0
2545;2018;6;12019000;21;160;PA;210200;8671780;8671780;3309498;3.82;0
2546;2018;6;12019000;21;858;GO;917800;3011;3011579;1175781;3.82;0
2547;2018;10;12019000;21;240;GO;817800;2923;2923100;1216010;3.82;0
2548;2018;7;12019000;21;372;MT;210200;13500000;13500000;5152140;3.82;1
2549;2018;6;12019000;21;372;MS;927502;72;71900;26611;3.82;0
2550;2018;4;12019000;21;160;SP;1017700;8373;8373240;3335128;3.41;0
2551;2018;4;12019000;21;161;MS;817800;10;10000;3765;3.41;0
2552;2018;5;12019000;21;573;MT;227600;27899;27898845;11042044;3.64;1
2553;2018;9;12019000;21;160;SC;927502;10004;10004430;3734954;4.09;0
2554;2018;1;12019000;21;81;MT;927700;644;644210;235137;3.22;0
2555;2018;9;12019000;21;399;MT;320151;2000;2000000;788481;4.09;0
2556;2018;7;12019000;21;493;PA;217800;13400;13400000;4958000;3.82;1
2557;2018;11;12019000;21;372;SP;917800;705;704606;294596;3.81;0
2558;2018;7;12019000;21;827;TO;217800;1000;1000000;399420;3.82;0
2559;2018;6;12019000;21;573;GO;917800;2200;2200000;858924;3.82;0
2560;2018;7;12019000;21;160;MT;217800;436193;436192848;175270558;3.82;1
2561;2018;5;12019000;21;240;MT;210200;5957470;33400000;14058217;3.64;1
2562;2018;9;12019000;21;160;MA;517800;857;857453;338188;4.09;0
2563;2018;12;12019000;21;160;MS;927700;74322;74322811;28827108;3.88;1
2564;2018;11;12019000;21;160;MG;727600;32791;32790540;12707164;3.81;1
2565;2018;7;12019000;21;386;PA;210200;13402022;13402022;5525386;3.82;1
2566;2018;8;12019000;21;160;BA;517800;413544;413445806;162208070;3.95;1
2567;2018;6;12019000;21;63;MS;147852;45171;45170862;16978995;3.82;1
2568;2018;5;12019000;21;160;PI;217800;28;28000;11809;3.64;0
2569;2018;4;12019000;21;160;MT;927502;1167;1167180;463814;3.41;0
2570;2018;8;12019000;21;160;MT;727600;67128;67124497;25394548;3.95;1
2571;2018;4;12019000;21;160;RO;210200;14257930;14257930;5904494;3.41;1
2572;2018;6;12019000;21;245;MT;210200;19092830;78763100;30629789;3.82;1
2573;2018;6;12019000;21;573;MT;917800;28750;28750000;11916013;3.82;1
2574;2018;5;12019000;21;160;GO;517800;1710;1710000;699093;3.64;0
2575;2018;4;12019000;21;190;MT;727600;5297;5297619;2071159;3.41;0
2576;2018;4;12019000;21;607;MT;217800;27037694;64694870;23860803;3.41;1
2577;2018;7;12019000;21;573;GO;917800;100;100000;41652;3.82;0
2578;2018;3;12019000;21;190;GO;817800;17468;17468122;6934222;3.28;1
2579;2018;9;12019000;21;160;PR;1017700;2763;2763275;1044573;4.09;0
2580;2018;11;12019000;21;160;MG;1017700;62774;62774281;25472777;3.81;1
2581;2018;4;12019000;21;160;MT;210200;3938557;42457000;18007191;3.41;1
2582;2018;1;12019000;21;573;BA;517800;11343;11342160;4106203;3.22;1
2583;2018;7;12019000;21;160;MT;927700;851;850989;363373;3.82;0
2584;2018;7;12019000;21;576;MG;727600;26652;26651971;11401032;3.82;1
2585;2018;2;12019000;21;160;GO;917800;8340;8341225;3223669;3.24;0
2586;2018;6;12019000;21;399;PR;917800;18485;18486180;7063233;3.82;1
2587;2018;7;12019000;21;53;MA;217800;200;200000;79884;3.82;0
2588;2018;7;12019000;21;160;AL;1017700;3300;3300000;1396923;3.82;0
2589;2018;11;12019000;21;160;MT;227600;30849;30848895;11835062;3.81;1
2590;2018;8;12019000;21;81;GO;917800;800;800000;534576;3.95;0
2591;2018;8;12019000;21;607;MA;217800;3560;3560000;1431405;3.95;0
2592;2018;8;12019000;21;399;MT;727600;4900;4900000;2021985;3.95;0
2593;2018;6;12019000;21;161;GO;727600;10297;10297102;4039878;3.82;1
2594;2018;2;12019000;21;767;SP;817600;260;260;214;3.24;0
2595;2018;12;12019000;21;160;PR;927700;119581;119578988;46669869;3.88;1
2596;2018;4;12019000;21;63;MS;147852;52384;52384536;18566449;3.41;1
2597;2018;10;12019000;21;160;BA;517800;373022;373022261;145428106;3.82;1
2598;2018;4;12019000;21;858;MS;917800;4000;4000000;1666080;3.41;0
2599;2018;2;12019000;21;160;GO;817800;5440037;145336514;54931200;3.24;1
2600;2018;6;12019000;21;160;SC;917800;27205;27203792;10939183;3.82;1
2601;2018;4;12019000;21;81;MT;817800;10670;10670000;4405817;3.41;1
2602;2018;3;12019000;21;372;MT;817800;109964;109963635;41424203;3.28;1
2603;2018;11;12019000;21;160;RS;927700;5849;5849281;2246432;3.81;0
2604;2018;2;12019000;21;160;MT;217802;57302312;123855852;47044063;3.24;1
2605;2018;3;12019000;21;160;MT;320151;202830;202829315;80343364;3.28;1
2606;2018;8;12019000;21;160;PR;917800;215788812;980239807;395691018;3.95;1
2607;2018;4;12019000;21;607;PI;320151;372;372023;155513;3.41;0
2608;2018;11;12019000;21;160;SC;917800;37152;37152071;14771689;3.81;1
2609;2018;2;12019000;21;160;MG;817800;21391;21391535;8208310;3.24;1
2610;2018;5;12019000;21;160;PI;517800;14865;14865303;5969374;3.64;1
2611;2018;1;12019000;21;81;PR;927700;304;304051;110979;3.22;0
2612;2018;4;12019000;21;81;GO;817800;20188;20187606;8625183;3.41;1
2613;2018;7;12019000;21;776;MT;320151;17000;17000000;6229850;3.82;1
2614;2018;7;12019000;21;160;GO;517800;195;195200;80155;3.82;0
2615;2018;2;12019000;21;573;RO;227600;38496;38496020;14587190;3.24;1
2616;2018;2;12019000;21;820;MT;320151;8700;8700000;3254322;3.24;0
2617;2018;7;12019000;21;573;SC;917800;17059;17058750;6950581;3.82;1
2618;2018;5;12019000;21;858;RS;1017700;35101;35102145;14332554;3.64;1
2619;2018;6;12019000;21;776;MA;320151;22712;22712262;8959079;3.82;1
2620;2018;6;12019000;21;573;PR;927800;100;100000;85000;3.82;0
2621;2018;6;12019000;21;607;TO;320151;10662;10662548;4151356;3.82;1
2622;2018;8;12019000;21;827;BA;510552;30118;30117855;11563978;3.95;1
2623;2018;7;12019000;21;576;GO;817800;1015000;6010000;2325356;3.82;0
2624;2018;4;12019000;21;160;GO;927700;1497;1496660;612509;3.41;0
2625;2018;3;12019000;21;245;PA;320151;380;379700;157093;3.28;0
2626;2018;12;12019000;21;160;BA;817800;60;59646;21786;3.88;0
2627;2018;7;12019000;21;372;MT;927700;0;140;56;3.82;0
2628;2018;8;12019000;21;776;MT;817800;17088;17087678;7129111;3.95;1
2629;2018;6;12019000;21;776;GO;817800;10000;10000000;4092000;3.82;1
2630;2018;8;12019000;21;573;MT;817800;8000000;8000000;3489520;3.95;0
2631;2018;11;12019000;21;160;TO;817800;7085;7085494;2905071;3.81;0
2632;2018;6;12019000;21;776;SP;817800;5000;5000000;2046000;3.82;0
2633;2018;7;12019000;21;372;PR;927700;30029;30029607;12118447;3.82;1
2634;2018;4;12019000;21;607;MT;227600;64099;64098194;24442514;3.41;1
2635;2018;3;12019000;21;160;TO;320151;110682;110682468;42689384;3.28;1
2636;2018;8;12019000;21;190;SC;917800;614;613562;269605;3.95;0
2637;2018;12;12019000;21;160;RS;1017700;1015671;1015670688;389532831;3.88;1
2638;2018;6;12019000;21;160;MT;320151;175368;175367551;69578606;3.82;1
2639;2018;3;12019000;21;827;RO;210200;7943;7942760;3178375;3.28;0
2640;2018;1;12019000;21;160;MT;927700;1252;1251291;473644;3.22;0
2641;2018;3;12019000;21;275;MT;217802;22529862;52361634;19673776;3.28;1
2642;2018;7;12019000;21;160;PA;217800;92000;92000481;36086281;3.82;1
2643;2018;5;12019000;21;573;RO;227600;41041;41040145;16227301;3.64;1
2644;2018;4;12019000;21;399;MT;217800;41450;41450300;16470620;3.41;1
2645;2018;4;12019000;21;160;MS;927700;125533;125531331;48161705;3.41;1
2646;2018;11;12019000;21;160;MT;927700;27100;27100078;10398412;3.81;1
2647;2018;11;12019000;21;676;MG;927502;4602;4602345;1901630;3.81;0
2648;2018;10;12019000;21;399;MT;320151;4200;4200000;1648500;3.82;0
2649;2018;6;12019000;21;190;GO;817800;3263704;4063573;1608339;3.82;0
2650;2018;11;12019000;21;160;MG;817800;24269;24268548;9604624;3.81;1
2651;2018;2;12019000;21;573;RR;227600;1000;1000000;385950;3.24;0
2652;2018;3;12019000;21;573;PR;917800;1000;1000000;390000;3.28;0
2653;2018;1;12019000;21;160;PR;927700;95144;94841599;36056524;3.22;1
2654;2018;6;12019000;21;160;MT;927700;4926;4925807;2055942;3.82;0
2655;2018;8;12019000;21;776;MT;927700;5707;5706932;2270331;3.95;0
2656;2018;9;12019000;21;160;MT;927700;793;793040;263575;4.09;0
2657;2018;3;12019000;21;245;GO;817800;2715;2715467;1025635;3.28;0
2658;2018;4;12019000;21;245;PA;320151;281;280553;115602;3.41;0
2659;2018;4;12019000;21;160;PR;817800;10;10000;3760;3.41;0
2660;2018;11;12019000;21;160;MT;927502;50255;50254613;19074641;3.81;1
2661;2018;6;12019000;21;190;MG;817800;27910000;27910000;11065757;3.82;1
2662;2018;3;12019000;21;190;MG;817800;1356;1356073;537859;3.28;0
2663;2018;7;12019000;21;372;MG;817800;100;100000;39538;3.82;0
2664;2018;4;12019000;21;573;MS;917800;650;650000;311539;3.41;0
2665;2018;2;12019000;21;820;MA;320151;16900;16900531;6418145;3.24;1
2666;2018;8;12019000;21;160;ND;917800;5000;5000000;1922700;3.95;0
2667;2018;5;12019000;21;160;ND;817800;650;650000;249353;3.64;0
2668;2018;6;12019000;21;160;MG;517800;4632;4632359;1902186;3.82;0
2669;2018;5;12019000;21;160;PR;917800;176741299;884194464;365794776;3.64;1
2670;2018;3;12019000;21;160;DF;817800;2851;2850340;1063025;3.28;0
2671;2018;12;12019000;21;160;SC;917800;39371;39371735;15155654;3.88;1
2672;2018;10;12019000;21;160;SP;927502;17;16580;5737;3.82;0
2673;2018;6;12019000;21;160;RO;210200;10800000;10800000;4121712;3.82;1
2674;2018;4;12019000;21;576;GO;817800;28410;28410000;11683700;3.41;1
2675;2018;5;12019000;21;576;GO;817800;1000;1000;421;3.64;0
2676;2018;10;12019000;21;455;MT;817800;804;803560;328784;3.82;0
2677;2018;5;12019000;21;245;MA;320151;25194;25191894;10044293;3.64;1
2678;2018;7;12019000;21;190;BA;817800;366;365053;148577;3.82;0
2679;2018;8;12019000;21;161;PA;217800;17380;17381000;7272300;3.95;1
2680;2018;5;12019000;21;160;PI;320151;177671;177670574;72236725;3.64;1
2681;2018;10;12019000;21;160;MT;927700;23147;23145879;8774584;3.82;1
2682;2018;5;12019000;21;776;MT;320151;14000;14000000;5519780;3.64;1
2683;2018;6;12019000;21;245;TO;320151;14028;14028668;5427617;3.82;1
2684;2018;8;12019000;21;160;TO;517800;9502;9501914;3702596;3.95;0
2685;2018;4;12019000;21;160;DF;817800;1104271;5371348;2019331;3.41;0
2686;2018;4;12019000;21;607;PA;320151;1940;1939873;771291;3.41;0
2687;2018;7;12019000;21;827;RO;210200;7270000;7270000;2774523;3.82;0
2688;2018;11;12019000;21;160;PR;927700;3000;3000000;1148370;3.81;0
2689;2018;6;12019000;21;858;GO;817800;2720;2720160;1091965;3.82;0
2690;2018;3;12019000;21;576;RS;927700;410;409600;164659;3.28;0
2691;2018;7;12019000;21;850;SP;510552;10907;10906934;4139072;3.82;1
2692;2018;7;12019000;21;776;SP;320151;2300;2300000;876875;3.82;0
2693;2018;7;12019000;21;53;PA;217800;25503;25502250;10345706;3.82;1
2694;2018;12;12019000;21;399;PR;917800;161;160800;107736;3.88;0
2695;2018;4;12019000;21;676;MG;217800;97520;97519810;38185735;3.41;1
2696;2018;8;12019000;21;161;MT;217800;25566;25565998;11319547;3.95;1
2697;2018;6;12019000;21;607;MT;320151;3482;3481963;1355667;3.82;0
2698;2018;8;12019000;21;53;PA;217800;8396;8395450;2796693;3.95;0
2699;2018;7;12019000;21;160;RS;917800;1202363;6538129;2560875;3.82;0
2700;2018;7;12019000;21;160;MA;320151;401209;401208260;160192087;3.82;1
2701;2018;8;12019000;21;160;MT;320151;73829;73829501;29311109;3.95;1
2702;2018;6;12019000;21;372;DF;817800;1513;1513386;620753;3.82;0
2703;2018;7;12019000;21;399;MT;320151;2586;2586335;1100511;3.82;0
2704;2018;10;12019000;21;160;GO;817800;146328;146328342;60684974;3.82;1
2705;2018;4;12019000;21;160;MS;1017700;30746;30746569;12781478;3.41;1
2706;2018;9;12019000;21;455;MT;817800;1568;1568000;641563;4.09;0
2707;2018;6;12019000;21;160;PI;320151;171229;171225572;66601660;3.82;1
2708;2018;4;12019000;21;399;MT;320151;9462;9461648;3868494;3.41;0
2709;2018;7;12019000;21;160;MT;817800;123653949;920865910;367993645;3.82;1
2710;2018;7;12019000;21;776;GO;817800;8172;8172285;3067242;3.82;0
2711;2018;9;12019000;21;160;MS;917800;121139;121138545;50594466;4.09;1
2712;2018;9;12019000;21;776;BA;320151;4320;4319819;1725245;4.09;0
2713;2018;10;12019000;21;160;SC;927700;169364;169364285;64230475;3.82;1
2714;2018;7;12019000;21;776;ND;217800;700;700000;279594;3.82;0
2715;2018;8;12019000;21;160;GO;927700;689;688060;272665;3.95;0
2716;2018;1;12019000;21;676;ES;927502;31618;31618160;12438268;3.22;1
2717;2018;6;12019000;21;827;MT;210200;2563752;20570000;7783022;3.82;1
2718;2018;1;12019000;21;160;GO;927700;3;2522;943;3.22;0
2719;2018;11;12019000;21;160;RS;917800;1;956;394;3.81;0
2720;2018;12;12019000;21;858;PR;927700;8368;8368488;3310891;3.88;0
2721;2018;2;12019000;21;245;RO;210200;6402500;8900000;3448200;3.24;0
2722;2018;2;12019000;21;245;MG;817800;1900;1900000;770070;3.24;0
2723;2018;7;12019000;21;399;PA;320151;100;100000;42551;3.82;0
2724;2018;8;12019000;21;245;MT;217800;10730;10730000;4689060;3.95;1
2725;2018;12;12019000;21;160;RS;927502;8515;8515381;3890387;3.88;0
2726;2018;4;12019000;21;160;SC;1017700;10388;10388450;4237138;3.41;1
2727;2018;4;12019000;21;160;PA;917800;60;60;25;3.41;0
2728;2018;5;12019000;21;160;MT;227600;14499;14498995;5457277;3.64;1
2729;2018;3;12019000;21;160;MS;917800;94764;94763884;37687105;3.28;1
2730;2018;5;12019000;21;776;MA;320151;8500;8500000;3254750;3.64;0
2731;2018;7;12019000;21;160;TO;320151;297921;297919663;119163120;3.82;1
2732;2018;3;12019000;21;827;MT;210200;42205913;63756990;25217838;3.28;1
2733;2018;8;12019000;21;160;SC;917800;41662;41662939;16405902;3.95;1
2734;2018;11;12019000;21;160;MS;927700;162946;162946664;63536996;3.81;1
2735;2018;3;12019000;21;160;SP;817800;229490380;571478132;222845895;3.28;1
2736;2018;5;12019000;21;160;GO;817800;21848904;615468576;249633423;3.64;1
2737;2018;12;12019000;21;538;MT;227600;29404;29404715;14262757;3.88;1
2738;2018;11;12019000;21;160;ND;917800;63000;63000000;24746800;3.81;1
2739;2018;7;12019000;21;63;MS;147852;73620;73621124;28082875;3.82;1
2740;2018;6;12019000;21;399;MA;320151;35261;35262251;13894716;3.82;1
2741;2018;6;12019000;21;87;PA;210200;2600000;2600000;992264;3.82;0
2742;2018;8;12019000;21;776;PR;817800;9000;9000000;3759570;3.95;0
2743;2018;10;12019000;21;160;SC;927502;70;70068;24247;3.82;0
2744;2018;11;12019000;21;160;SC;927700;98554;98556181;38223054;3.81;1
2745;2018;7;12019000;21;573;RO;227600;15747;15746836;6215635;3.82;1
2746;2018;10;12019000;21;776;PI;320151;12225;12225333;4444826;3.82;1
2747;2018;9;12019000;21;160;SC;927700;43842;43842228;14927414;4.09;1
2748;2018;4;12019000;21;573;MT;217800;700;700000;271306;3.41;0
2749;2018;9;12019000;21;160;SP;817800;847536;115739563;45011360;4.09;1
2750;2018;2;12019000;21;160;BA;817800;29;29142;11218;3.24;0
2751;2018;4;12019000;21;399;PA;320151;5771;5771259;2295943;3.41;0
2752;2018;8;12019000;21;372;MT;817800;16645;16644870;5932525;3.95;1
2753;2018;7;12019000;21;160;ND;817800;254;253660;106748;3.82;0
2754;2018;1;12019000;21;160;SC;917800;62948;62948313;23795762;3.22;1
2755;2018;5;12019000;21;776;PA;817800;1000;1000000;399080;3.64;0
2756;2018;7;12019000;21;160;RO;210200;500000;500000;206140;3.82;0
2757;2018;4;12019000;21;670;MT;217800;11048398;59397738;21907944;3.41;1
2758;2018;9;12019000;21;160;PR;917800;831016;831016329;346262694;4.09;1
