codigo;CO_ANO;CO_MES;CO_NCM;CO_UNID;CO_PAIS;SG_UF_NCM;CO_URF;QT_ESTAT;KG_LIQUIDO;VL_FOB;MEDIA_DOL;SITUACAO
1;2020;4;12019000;21;160;GO;917800;23466;23465603;7930236;5.4;1
2;2020;3;12019000;21;160;ND;320151;11000;11000000;4290000;4.85;1
3;2020;3;12019000;21;160;SP;917800;26261;26261154;8895264;4.85;1
4;2020;2;12019000;21;245;MT;227600;143151;143150016;51062002;4.36;1
5;2020;3;12019000;21;160;MS;817800;118685;118685234;40635466;4.85;1
6;2020;1;12019000;21;628;RO;210200;4420;4420000;1591200;4.15;0
7;2020;4;12019000;21;767;ND;917800;12000;12000000;4440000;5.4;1
8;2020;2;12019000;21;372;MT;217800;126245;126244485;44527579;4.36;1
9;2020;4;12019000;21;53;MT;217800;54993;54992688;19115073;5.4;1
10;2020;2;12019000;21;160;SP;927700;89;89396;30321;4.36;0
11;2020;4;12019000;21;858;SC;917800;3350;3350063;1193540;5.4;0
12;2020;3;12019000;21;245;MA;320151;33680;33680012;11138148;4.85;1
13;2020;4;12019000;21;160;ND;927700;279000;279000000;63604551;5.4;1
14;2020;3;12019000;21;160;GO;917800;37876;37875144;12962072;4.85;1
15;2020;2;12019000;21;776;MT;210200;48147;48147296;17333027;4.36;1
16;2020;4;12019000;21;160;TO;320151;7997;7997170;2699129;5.4;0
17;2020;4;12019000;21;776;GO;727600;33571;33570105;11395280;5.4;1
18;2020;4;12019000;21;820;MT;210200;32200;32199817;10916382;5.4;1
19;2020;3;12019000;21;161;MS;817800;3099;3099179;1105508;4.85;0
20;2020;4;12019000;21;160;ND;927700;140000;140000000;31800000;5.4;1
21;2020;4;12019000;21;858;PI;320151;1797;1796711;611312;5.4;0
22;2020;4;12019000;21;161;SP;817800;35353;35352905;11654844;5.4;1
23;2020;4;12019000;21;372;MT;817800;26900;26900000;9096728;5.4;1
24;2020;2;12019000;21;576;SP;210200;5000;5000000;1726063;4.36;0
25;2020;2;12019000;21;670;PA;210200;55;54530;19424;4.36;0
26;2020;3;12019000;21;386;MT;217800;32170;32170050;10874083;4.85;1
27;2020;4;12019000;21;160;MG;817800;11065;11064947;3646305;5.4;0
28;2020;3;12019000;21;245;MT;320151;8750;8749568;3052131;4.85;0
29;2020;4;12019000;21;275;MT;217800;25601;25600712;8532205;5.4;1
30;2020;4;12019000;21;160;GO;927700;28;27651;9374;5.4;0
31;2020;4;12019000;21;160;PI;517800;5442;5441640;1857954;5.4;0
32;2020;2;12019000;21;160;MT;1017700;232;231682;83969;4.36;0
33;2020;3;12019000;21;245;GO;817800;8736;8736402;2909309;4.85;0
34;2020;4;12019000;21;741;SP;817800;0;3;12;5.4;0
35;2020;4;12019000;21;275;ND;917800;10000;10000000;2920000;5.4;0
36;2020;1;12019000;21;245;RO;210200;1453;1452820;506062;4.15;0
37;2020;4;12019000;21;59;MT;240152;34245;34244690;11678735;5.4;1
38;2020;2;12019000;21;858;DF;817800;31;30633;10783;4.36;0
39;2020;2;12019000;21;245;PB;210200;1661;1660553;562748;4.36;0
40;2020;2;12019000;21;863;MT;817800;1727;1727320;585959;4.36;0
41;2020;2;12019000;21;576;MT;927502;57137;57137336;19844368;4.36;1
42;2020;4;12019000;21;399;PA;217800;3254;3253921;1076462;5.4;0
43;2020;3;12019000;21;160;GO;927700;39;38748;13640;4.85;0
44;2020;3;12019000;21;160;SC;927502;12152;12151584;4215141;4.85;1
45;2020;4;12019000;21;160;MS;927700;133877;133879926;45211717;5.4;1
46;2020;4;12019000;21;160;MT;320151;187051;187050459;63692004;5.4;1
47;2020;2;12019000;21;820;MT;210200;31506;31506250;11031598;4.36;1
48;2020;3;12019000;21;573;RO;227600;109325;109324996;37038971;4.85;1
49;2020;1;12019000;21;160;MG;727600;53099;53098951;19703397;4.15;1
50;2020;2;12019000;21;160;SP;917800;21461;21463346;7555116;4.36;1
51;2020;4;12019000;21;576;MT;817800;35834;35831742;12041355;5.4;1
52;2020;4;12019000;21;399;MT;217800;49242;49242935;16514897;5.4;1
53;2020;4;12019000;21;858;PR;917800;49160;49159571;16983403;5.4;1
54;2020;2;12019000;21;160;MS;927700;19710;19710261;6765748;4.36;1
55;2020;3;12019000;21;670;RO;227600;32077;32076970;11277621;4.85;1
56;2020;4;12019000;21;386;MT;217800;66020;66019448;21991923;5.4;1
57;2020;4;12019000;21;573;MT;217800;156438;156438453;55164030;5.4;1
58;2020;4;12019000;21;160;PR;210200;10834;10834359;3545002;5.4;0
59;2020;4;12019000;21;160;RS;1017700;88103;88104150;29495941;5.4;1
60;2020;4;12019000;21;827;PA;217800;2000;2000000;655200;5.4;0
61;2020;2;12019000;21;160;RS;1017700;90588;90587520;31930180;4.36;1
62;2020;3;12019000;21;573;MT;217800;123960;123959445;43644321;4.85;1
63;2020;4;12019000;21;607;MT;227600;80760;80760000;27435646;5.4;1
64;2020;3;12019000;21;399;SP;817600;0;69;5;4.85;0
65;2020;4;12019000;21;81;MS;1017700;2271;2270751;738448;5.4;0
66;2020;4;12019000;21;301;MT;210200;14402;14401604;4685418;5.4;1
67;2020;1;12019000;21;776;MT;320151;84;84428;30199;4.15;0
68;2020;2;12019000;21;160;PA;217800;4808;4807904;1697004;4.36;0
69;2020;4;12019000;21;573;RO;227600;82013;82012389;27292177;5.4;1
70;2020;3;12019000;21;161;DF;817800;30;29667;10582;4.85;0
71;2020;2;12019000;21;160;BA;517800;3745;3745146;1276383;4.36;0
72;2020;4;12019000;21;372;TO;320151;42900;42900000;14939259;5.4;1
73;2020;3;12019000;21;161;SP;817800;10225;10224652;3645328;4.85;0
74;2020;4;12019000;21;160;ND;1017700;267640;267640000;81226907;5.4;1
75;2020;3;12019000;21;161;GO;817800;8238;8238183;2937271;4.85;0
76;2020;4;12019000;21;160;SC;927700;16669;16668911;5642434;5.4;1
77;2020;1;12019000;21;573;RR;227600;2205;2204526;778065;4.15;0
78;2020;2;12019000;21;160;MG;727600;10225;10225311;3917332;4.36;0
79;2020;3;12019000;21;607;MT;227600;30500;30499515;10641891;4.85;1
80;2020;3;12019000;21;160;MG;917800;380;380000;126578;4.85;0
81;2020;1;12019000;21;160;DF;727600;39;39393;14135;4.15;0
82;2020;1;12019000;21;160;GO;727600;1000;1000000;358540;4.15;0
83;2020;1;12019000;21;573;AM;227600;32;32190;11361;4.15;0
84;2020;3;12019000;21;81;SC;917800;85;85106;29315;4.85;0
85;2020;4;12019000;21;858;SP;817800;2300;2300000;736759;5.4;0
86;2020;3;12019000;21;858;MS;727600;30;30000;10346;4.85;0
87;2020;4;12019000;21;160;PR;320151;2000;2000000;685230;5.4;0
88;2020;3;12019000;21;160;ND;217800;3570;3570000;1203090;4.85;0
89;2020;3;12019000;21;160;RS;927502;576;575539;199643;4.85;0
90;2020;4;12019000;21;399;MT;817800;11500;11500000;3926630;5.4;0
91;2020;3;12019000;21;493;MT;210200;135692;135692165;46010020;4.85;1
92;2020;4;12019000;21;190;MT;817800;12631;12631284;4170161;5.4;1
93;2020;1;12019000;21;776;SC;917800;1232;1231380;456801;4.15;0
94;2020;4;12019000;21;160;PR;1017700;55820;55820956;18861641;5.4;1
95;2020;1;12019000;21;160;SP;817800;10733;10732532;3789835;4.15;0
96;2020;4;12019000;21;676;MT;210200;33000;32999900;11303786;5.4;1
97;2020;3;12019000;21;858;MT;727600;6661;6660389;2308172;4.85;0
98;2020;4;12019000;21;87;PR;210200;39083;39082949;13154626;5.4;1
99;2020;4;12019000;21;858;MS;917800;2892;2892999;1022180;5.4;0
100;2020;2;12019000;21;160;PI;320151;2372;2372539;847964;4.36;0
101;2020;4;12019000;21;160;BA;1017700;72641;72641476;25068253;5.4;1
102;2020;3;12019000;21;670;MT;227600;24210;24209525;8511585;4.85;1
103;2020;3;12019000;21;160;PA;320151;25930;25930000;9090227;4.85;1
104;2020;4;12019000;21;81;SP;1017700;83;82993;26989;5.4;0
105;2020;3;12019000;21;160;MG;727600;85414;85414631;29337388;4.85;1
106;2020;3;12019000;21;160;TO;517800;34167;34165850;11580699;4.85;1
107;2020;3;12019000;21;81;MT;917800;1080;1080424;365095;4.85;0
108;2020;4;12019000;21;160;MT;217800;277168;277167751;93779554;5.4;1
109;2020;4;12019000;21;160;GO;727600;285599;285599204;97124130;5.4;1
110;2020;2;12019000;21;160;SC;917800;29616;29614499;9821604;4.36;1
111;2020;1;12019000;21;160;MS;917800;3231;3231450;1157855;4.15;0
112;2020;4;12019000;21;386;MT;227600;72200;72200225;24130778;5.4;1
113;2020;4;12019000;21;776;MT;727600;1500;1500000;485865;5.4;0
114;2020;3;12019000;21;160;SP;1017700;4836;4836049;1689087;4.85;0
115;2020;3;12019000;21;190;MT;817800;27800;27800000;9975014;4.85;1
116;2020;2;12019000;21;858;GO;817800;4437;4437707;1561998;4.36;0
117;2020;4;12019000;21;161;MS;817800;15956;15956044;5373244;5.4;1
118;2020;3;12019000;21;365;ND;817800;20000;20000000;6977600;4.85;1
119;2020;3;12019000;21;59;PA;217800;8074;8074408;2814283;4.85;0
120;2020;3;12019000;21;858;GO;727600;12723;12722742;4501576;4.85;1
121;2020;4;12019000;21;576;GO;927502;322;322385;106290;5.4;0
122;2020;2;12019000;21;372;PA;217800;12000;12000000;4248360;4.36;1
123;2020;4;12019000;21;383;RO;227600;14850;14850446;4807238;5.4;1
124;2020;4;12019000;21;827;PA;320151;1500;1500000;523005;5.4;0
125;2020;3;12019000;21;628;RO;210200;9700;9700000;3324578;4.85;0
126;2020;3;12019000;21;301;RO;227600;4099;4099215;1370040;4.85;0
127;2020;1;12019000;21;399;MA;320151;1549;1549121;552494;4.15;0
128;2020;1;12019000;21;160;SC;1017700;35800;35800393;13749788;4.15;1
129;2020;4;12019000;21;245;PR;210200;1761;1760836;585795;5.4;0
130;2020;4;12019000;21;767;ND;817800;20000;20000000;7600000;5.4;1
131;2020;4;12019000;21;63;MS;147852;6467;6467365;2056622;5.4;0
132;2020;3;12019000;21;160;PR;927502;13230;13230066;4589245;4.85;1
133;2020;1;12019000;21;741;SP;817800;0;0;2;4.15;0
134;2020;4;12019000;21;160;PR;217800;6400;6400000;1150000;5.4;0
135;2020;2;12019000;21;160;TO;320151;6552;6550957;2312307;4.36;0
136;2020;4;12019000;21;160;MT;817800;947281;947281569;320824602;5.4;1
137;2020;1;12019000;21;160;MT;817800;124426;124426471;43559502;4.15;1
138;2020;4;12019000;21;858;PR;927700;25110;25110036;8050569;5.4;1
139;2020;2;12019000;21;776;PB;210200;5161;5160802;1792863;4.36;0
140;2020;3;12019000;21;245;RO;227600;40501;40500622;14232109;4.85;1
141;2020;2;12019000;21;160;SP;1017700;34661;34660618;12489803;4.36;1
142;2020;4;12019000;21;628;MT;217800;58504;58503988;19764674;5.4;1
143;2020;4;12019000;21;160;SP;917800;35930;35928795;12234958;5.4;1
144;2020;4;12019000;21;160;GO;917800;4264;4263898;1444165;5.4;0
145;2020;4;12019000;21;160;SC;1017700;6930;6929804;2304457;5.4;0
146;2020;1;12019000;21;573;BA;320151;6690;6690000;2345380;4.15;0
147;2020;3;12019000;21;776;GO;817800;13491;13490683;4654135;4.85;1
148;2020;3;12019000;21;474;MT;817800;5000;5000000;1759950;4.85;0
149;2020;4;12019000;21;160;MT;210200;46534;46533641;15111248;5.4;1
150;2020;4;12019000;21;190;ND;817800;161941;161941180;59825158;5.4;1
151;2020;3;12019000;21;383;MT;210200;22115;22115240;7155165;4.85;1
152;2020;4;12019000;21;160;ND;320151;140000;140000000;51800100;5.4;1
153;2020;1;12019000;21;628;PR;210200;20152;20152343;7257465;4.15;1
154;2020;2;12019000;21;538;AM;227600;13;12614;4284;4.36;0
155;2020;4;12019000;21;160;ND;217800;84000;84000000;29836000;5.4;1
156;2020;4;12019000;21;372;GO;817800;5077;5076874;1717727;5.4;0
157;2020;2;12019000;21;160;MA;320151;33738;33737098;12182225;4.36;1
158;2020;1;12019000;21;160;PA;320151;26445;26445932;9489257;4.15;1
159;2020;3;12019000;21;245;TO;320151;22150;22149988;7453870;4.85;1
160;2020;4;12019000;21;160;RS;917800;618;618284;208492;5.4;0
161;2020;4;12019000;21;160;SP;917800;6832;6832776;2319447;5.4;0
162;2020;2;12019000;21;160;ND;817800;65700;65700000;25633000;4.36;1
163;2020;3;12019000;21;245;RO;210200;21680;21680000;7471161;4.85;1
164;2020;3;12019000;21;573;SP;210200;17000;17000000;5896960;4.85;1
165;2020;4;12019000;21;372;SP;817800;3674;3673895;1353529;5.4;0
166;2020;3;12019000;21;81;SP;917800;3688;3687850;1272780;4.85;0
167;2020;4;12019000;21;827;TO;320151;3000;3000000;1021500;5.4;0
168;2020;3;12019000;21;607;TO;320151;21242;21241992;7177268;4.85;1
169;2020;4;12019000;21;160;MG;927700;470;469984;155499;5.4;0
170;2020;3;12019000;21;160;RS;320151;1000;1000000;344400;4.85;0
171;2020;3;12019000;21;245;PA;320151;3270;3270432;1134374;4.85;0
172;2020;1;12019000;21;399;PA;320151;2431;2430791;866942;4.15;0
173;2020;4;12019000;21;87;AC;227600;98;98000;32819;5.4;0
174;2020;1;12019000;21;776;MT;917800;212;212134;75441;4.15;0
175;2020;3;12019000;21;628;AL;210200;19050;19050000;6567869;4.85;1
176;2020;4;12019000;21;858;GO;927700;3;3267;1044;5.4;0
177;2020;4;12019000;21;160;SP;817800;3191;3190910;1043842;5.4;0
178;2020;3;12019000;21;160;GO;727600;304709;304709300;105017812;4.85;1
179;2020;3;12019000;21;160;BA;517800;171771;171770283;57947035;4.85;1
180;2020;4;12019000;21;399;ND;817800;70000;70000000;20200000;5.4;1
181;2020;2;12019000;21;160;PA;320151;3911;3911759;1366696;4.36;0
182;2020;4;12019000;21;776;MG;817800;21549;21549492;7169849;5.4;1
183;2020;4;12019000;21;245;MT;217800;84450;84449662;28228451;5.4;1
184;2020;2;12019000;21;573;MT;817800;68868;68868263;25439359;4.36;1
185;2020;3;12019000;21;160;GO;817800;650132;650129942;224160533;4.85;1
186;2020;4;12019000;21;245;MT;210200;77900;77900000;25773829;5.4;1
187;2020;4;12019000;21;776;GO;817800;35602;35601804;11964804;5.4;1
188;2020;3;12019000;21;160;MS;927700;204227;204226156;70044722;4.85;1
189;2020;3;12019000;21;160;MA;320151;157570;157569903;54601057;4.85;1
190;2020;3;12019000;21;160;GO;927700;12708;12707593;4344350;4.85;1
191;2020;4;12019000;21;160;SP;927700;9160;9159473;3090329;5.4;0
192;2020;2;12019000;21;160;PR;927700;119565;119563942;41166565;4.36;1
193;2020;2;12019000;21;160;RS;927700;1618;1617512;560565;4.36;0
194;2020;2;12019000;21;160;GO;817800;259219;259220599;90111169;4.36;1
195;2020;3;12019000;21;858;MG;727600;1642;1642413;564728;4.85;0
196;2020;2;12019000;21;245;RO;210200;13550;13550000;4826645;4.36;1
197;2020;2;12019000;21;160;MT;320151;50735;50735435;17645761;4.36;1
198;2020;4;12019000;21;576;PR;917800;75879;75879829;26278022;5.4;1
199;2020;4;12019000;21;59;PA;217800;6001;6000935;2063838;5.4;0
200;2020;4;12019000;21;576;MS;817800;10088;10087765;3469276;5.4;0
201;2020;4;12019000;21;160;SC;917800;28810;28809301;9872301;5.4;1
202;2020;3;12019000;21;493;MT;240152;46345;46343968;16165240;4.85;1
203;2020;4;12019000;21;160;ND;817800;76000;76000000;29046400;5.4;1
204;2020;4;12019000;21;827;RO;210200;26995;26994630;8713039;5.4;1
205;2020;3;12019000;21;160;MT;927700;7787;7786273;2707370;4.85;0
206;2020;4;12019000;21;245;MT;320151;7091;7091460;2398204;5.4;0
207;2020;4;12019000;21;573;ND;217800;80000;80000000;28588000;5.4;1
208;2020;2;12019000;21;245;PR;210200;8840;8840000;3141824;4.36;0
209;2020;4;12019000;21;160;PI;320151;54288;54288391;18036189;5.4;1
210;2020;2;12019000;21;670;SP;210200;478;478247;165378;4.36;0
211;2020;2;12019000;21;245;RO;227600;24397;24396204;8670378;4.36;1
212;2020;4;12019000;21;493;ND;210200;49500;49500000;16335000;5.4;1
213;2020;4;12019000;21;160;DF;917800;6;6000;1955;5.4;0
214;2020;3;12019000;21;858;GO;817800;4017;4017310;1366139;4.85;0
215;2020;4;12019000;21;160;MS;917800;22947;22947233;7650155;5.4;1
216;2020;4;12019000;21;63;MS;147852;92998;92997710;29630955;5.4;1
217;2020;4;12019000;21;59;RO;217800;2000;2000000;714700;5.4;0
218;2020;4;12019000;21;372;MS;817800;1174;1174232;419969;5.4;0
219;2020;4;12019000;21;858;MS;927700;20818;20818271;6676809;5.4;1
220;2020;4;12019000;21;87;MT;227600;11600;11600000;3884724;5.4;0
221;2020;2;12019000;21;160;MS;817800;20481;20481342;7200078;4.36;1
222;2020;1;12019000;21;160;SC;917800;15183;15182290;5714338;4.15;1
223;2020;4;12019000;21;160;PR;1017700;8283;8282921;2774654;5.4;0
224;2020;4;12019000;21;160;DF;817800;33;33149;11078;5.4;0
225;2020;3;12019000;21;190;MG;817800;1200;1200462;424904;4.85;0
226;2020;4;12019000;21;53;TO;217800;1273;1272945;456644;5.4;0
227;2020;4;12019000;21;493;PA;217800;8500;8500000;2902070;5.4;0
228;2020;4;12019000;21;827;RO;227600;2426;2426450;785466;5.4;0
229;2020;4;12019000;21;160;MS;927700;2180;2180099;741103;5.4;0
230;2020;3;12019000;21;351;RJ;717600;0;250;83;4.85;0
231;2020;3;12019000;21;858;MG;817800;4609;4609854;1612090;4.85;0
232;2020;3;12019000;21;160;MT;217800;501874;501873213;173792363;4.85;1
233;2020;4;12019000;21;160;MA;320151;201851;201851288;67463381;5.4;1
234;2020;1;12019000;21;160;TO;320151;17073;17072768;6008411;4.15;1
235;2020;4;12019000;21;87;MT;210200;20774;20773280;7161602;5.4;1
236;2020;4;12019000;21;827;PA;210200;10462;10462492;3561948;5.4;0
237;2020;2;12019000;21;628;MT;210200;27352;27352190;9774086;4.36;1
238;2020;4;12019000;21;372;MG;817800;4475;4474999;1591037;5.4;0
239;2020;4;12019000;21;160;SC;927700;289580;289581225;97346351;5.4;1
240;2020;2;12019000;21;670;MT;210200;39627;39627533;14087213;4.36;1
241;2020;3;12019000;21;607;MT;320151;8868;8867690;3026041;4.85;0
242;2020;1;12019000;21;160;MT;320151;10891;10890371;3908811;4.15;0
243;2020;3;12019000;21;383;SP;210200;777;776564;250419;4.85;0
244;2020;4;12019000;21;160;PA;320151;37935;37934377;12788722;5.4;1
245;2020;4;12019000;21;160;PA;217800;29829;29827945;9805137;5.4;1
246;2020;4;12019000;21;455;MT;817800;4133;4132500;1500883;5.4;0
247;2020;3;12019000;21;160;DF;817800;3973;3972993;1350024;4.85;0
248;2020;2;12019000;21;160;MT;727600;6475;6476330;2470503;4.36;0
249;2020;4;12019000;21;245;PA;217800;9950;9950000;3382531;5.4;0
250;2020;3;12019000;21;160;PR;320151;14400;14400000;4921920;4.85;1
251;2020;1;12019000;21;160;MS;927700;4204;4204073;1559433;4.15;0
252;2020;3;12019000;21;161;MT;817800;12371;12370439;4367968;4.85;1
253;2020;4;12019000;21;160;PR;817800;7865;7864683;2763725;5.4;0
254;2020;3;12019000;21;827;RS;1017700;54521;54520555;18995391;4.85;1
255;2020;4;12019000;21;607;MT;217800;7286;7286021;2453932;5.4;0
256;2020;4;12019000;21;160;GO;927700;996;996116;336827;5.4;0
257;2020;2;12019000;21;628;PE;210200;16731;16730788;5697001;4.36;1
258;2020;1;12019000;21;776;SC;917800;392;391859;139357;4.15;0
259;2020;4;12019000;21;160;ND;517800;36000;36000000;12457500;5.4;1
260;2020;3;12019000;21;858;MS;817800;6868;6867718;2357001;4.85;0
261;2020;3;12019000;21;573;MT;210200;30848;30847714;10490691;4.85;1
262;2020;3;12019000;21;474;MG;817800;409;409070;143989;4.85;0
263;2020;4;12019000;21;245;PR;917800;29826;29826637;9692901;5.4;1
264;2020;3;12019000;21;190;SP;817800;21637;21637076;7610661;4.85;1
265;2020;4;12019000;21;23;RO;227600;11500;11500000;3856135;5.4;0
266;2020;1;12019000;21;160;ND;917800;7000;7000000;2588998;4.15;0
267;2020;4;12019000;21;628;PA;217800;4231;4231022;1424108;5.4;0
268;2020;3;12019000;21;827;RO;227600;47116;47115894;16001017;4.85;1
269;2020;4;12019000;21;160;MT;1017700;298;297613;99297;5.4;0
270;2020;4;12019000;21;81;PR;917800;42115;42114010;14624328;5.4;1
271;2020;4;12019000;21;160;SC;917800;4340;4339648;1468123;5.4;0
272;2020;3;12019000;21;383;RO;210200;926;925880;299559;4.85;0
273;2020;4;12019000;21;53;PA;217800;13083;13083357;4564405;5.4;1
274;2020;2;12019000;21;628;SP;210200;10139;10139212;3452503;4.36;0
275;2020;2;12019000;21;53;SP;210200;9326;9326254;3186447;4.36;0
276;2020;4;12019000;21;160;BA;727600;11295;11295487;3995440;5.4;0
277;2020;2;12019000;21;53;RO;210200;100;100000;35621;4.36;0
278;2020;2;12019000;21;160;SC;817800;12500;12500479;4267619;4.36;1
279;2020;2;12019000;21;576;PA;927502;99;99427;34532;4.36;0
280;2020;2;12019000;21;573;MT;227600;106146;106146310;37320030;4.36;1
281;2020;3;12019000;21;827;MT;227600;39230;39231096;13285601;4.85;1
282;2020;2;12019000;21;160;GO;917800;27239;27238704;9394184;4.36;1
283;2020;3;12019000;21;160;MT;727600;33038;33037230;11399195;4.85;1
284;2020;3;12019000;21;160;MS;917800;240303;240302525;83410197;4.85;1
285;2020;2;12019000;21;160;PR;917800;609917;610044599;211382857;4.36;1
286;2020;1;12019000;21;160;GO;727600;53939;53937412;20070054;4.15;1
287;2020;1;12019000;21;245;MT;210200;48160;48160000;16775574;4.15;1
288;2020;4;12019000;21;160;MT;927700;302;301588;101022;5.4;0
289;2020;4;12019000;21;160;MS;1017700;69415;69414197;23415900;5.4;1
290;2020;2;12019000;21;160;MT;817800;1341775;1341772904;470025821;4.36;1
291;2020;3;12019000;21;160;SC;927700;176654;176653557;60236556;4.85;1
292;2020;4;12019000;21;858;SP;917800;599;598949;202163;5.4;0
293;2020;4;12019000;21;493;MT;210200;72546;72545074;23487849;5.4;1
294;2020;3;12019000;21;160;TO;320151;250825;250825373;86792483;4.85;1
295;2020;3;12019000;21;245;MT;817800;41000;41000000;13653410;4.85;1
296;2020;1;12019000;21;160;GO;817800;881;880555;317184;4.15;0
297;2020;3;12019000;21;81;RS;917800;2383;2382919;828160;4.85;0
298;2020;1;12019000;21;160;RS;1017700;141397;141398490;51197763;4.15;1
299;2020;4;12019000;21;161;ND;817800;34000;34000000;12673760;5.4;1
300;2020;1;12019000;21;160;BA;517800;9000;9000000;3340722;4.15;0
301;2020;3;12019000;21;81;MT;320151;18624;18623680;6385363;4.85;1
302;2020;2;12019000;21;160;ND;917800;32880;32880158;11766054;4.36;1
303;2020;2;12019000;21;160;GO;927700;8427;8427626;2948108;4.36;0
304;2020;4;12019000;21;386;PA;217800;171;171154;55627;5.4;0
305;2020;3;12019000;21;160;RS;517800;1072;1072203;358566;4.85;0
306;2020;3;12019000;21;850;RR;260151;30;30000;10619;4.85;0
307;2020;4;12019000;21;576;MS;917800;22158;22157345;7493917;5.4;1
308;2020;4;12019000;21;493;MT;217800;23944;23944110;8254648;5.4;1
309;2020;4;12019000;21;81;PR;1017700;460;459510;149433;5.4;0
310;2020;3;12019000;21;160;MT;927502;36153;36152758;12540669;4.85;1
311;2020;4;12019000;21;576;RS;927502;408;407785;134447;5.4;0
312;2020;3;12019000;21;245;PI;320151;1650;1650000;556621;4.85;0
313;2020;2;12019000;21;160;MT;927700;78;77563;28000;4.36;0
314;2020;3;12019000;21;160;MT;1017700;264;263823;88787;4.85;0
315;2020;4;12019000;21;827;MT;320151;1761;1761348;602029;5.4;0
316;2020;1;12019000;21;160;TO;517800;1000;1000000;361390;4.15;0
317;2020;4;12019000;21;767;ND;817800;2000;2000000;800000;5.4;0
318;2020;4;12019000;21;576;PR;927502;1303;1302929;429575;5.4;0
319;2020;2;12019000;21;576;SC;927502;1029;1029399;357521;4.36;0
320;2020;4;12019000;21;576;TO;517800;2281;2281173;741313;5.4;0
321;2020;4;12019000;21;576;SC;927502;14554;14554252;4798537;5.4;1
322;2020;2;12019000;21;160;SP;817800;210106;210106099;73100864;4.36;1
323;2020;3;12019000;21;827;PA;217800;480;480055;166483;4.85;0
324;2020;3;12019000;21;827;MT;210200;78900;78900272;27106690;4.85;1
325;2020;3;12019000;21;160;MT;320151;295905;295906959;101750043;4.85;1
326;2020;4;12019000;21;538;MT;917800;45000;45000000;14794950;5.4;1
327;2020;4;12019000;21;160;ND;917800;840933;840933515;294745570;5.4;1
328;2020;4;12019000;21;628;MT;210200;48807;48807206;15885282;5.4;1
329;2020;4;12019000;21;160;MT;320151;2549;2549030;878466;5.4;0
330;2020;4;12019000;21;827;PR;210200;24711;24711342;8231807;5.4;1
331;2020;1;12019000;21;399;PI;320151;3;2824;1007;4.15;0
332;2020;3;12019000;21;858;DF;727600;173;172859;60061;4.85;0
333;2020;1;12019000;21;776;MG;727600;445;445478;162599;4.15;0
334;2020;4;12019000;21;81;RS;1017700;6905;6905335;2245615;5.4;0
335;2020;3;12019000;21;160;PR;1017700;54591;54591178;18886277;4.85;1
336;2020;2;12019000;21;776;GO;817800;16000;16000000;5427680;4.36;1
337;2020;4;12019000;21;160;PR;927700;11109;11108617;3741778;5.4;0
338;2020;2;12019000;21;160;BA;320151;300;299654;103145;4.36;0
339;2020;3;12019000;21;858;DF;817800;6;5669;1927;4.85;0
340;2020;4;12019000;21;190;SP;817800;4572;4572039;1618136;5.4;0
341;2020;4;12019000;21;776;SP;817800;43805;43805603;14374683;5.4;1
342;2020;4;12019000;21;576;SP;817800;12117;12117661;4144714;5.4;1
343;2020;3;12019000;21;160;RS;917800;349;348636;118315;4.85;0
344;2020;4;12019000;21;573;PA;217800;31411;31410657;11096166;5.4;1
345;2020;3;12019000;21;160;BA;817800;1931;1930664;674806;4.85;0
346;2020;3;12019000;21;383;PR;210200;8698;8697556;2765960;4.85;0
347;2020;1;12019000;21;573;PI;320151;2610;2610000;915014;4.15;0
348;2020;3;12019000;21;160;SC;927700;563;563270;199025;4.85;0
349;2020;2;12019000;21;160;MG;817800;53398;53398626;18820464;4.36;1
350;2020;3;12019000;21;776;MT;217800;69998;69998476;24204773;4.85;1
351;2020;4;12019000;21;160;PR;917800;1104766;1104767132;377316083;5.4;1
352;2020;4;12019000;21;160;MG;817800;277871;277868017;95340653;5.4;1
353;2020;2;12019000;21;576;PR;927502;1166;1166297;405067;4.36;0
354;2020;3;12019000;21;160;MT;817800;1150613;1150609719;400218299;4.85;1
355;2020;4;12019000;21;776;MS;817800;20810;20809123;7026840;5.4;1
356;2020;4;12019000;21;160;MA;320151;1454;1453800;490521;5.4;0
357;2020;4;12019000;21;160;ND;817800;1875955;1875955024;631737818;5.4;1
358;2020;4;12019000;21;81;SP;817800;24238;24238619;7888806;5.4;1
359;2020;3;12019000;21;827;RO;210200;17316;17316317;5842699;4.85;1
360;2020;1;12019000;21;160;MA;320151;73608;73606194;26099856;4.15;1
361;2020;3;12019000;21;160;PA;217800;58522;58522437;20660276;4.85;1
362;2020;2;12019000;21;756;MT;217800;32000;32000000;11009600;4.36;1
363;2020;4;12019000;21;160;MT;817800;12916;12915980;4373382;5.4;1
364;2020;4;12019000;21;160;RS;927700;7827;7826810;2605412;5.4;0
365;2020;1;12019000;21;160;PR;917800;250228;250226808;91000811;4.15;1
366;2020;2;12019000;21;538;RR;227600;105;104650;35543;4.36;0
367;2020;4;12019000;21;81;MS;917800;7434;7434644;2630081;5.4;0
368;2020;4;12019000;21;160;ND;917800;17550;17550000;5881940;5.4;1
369;2020;4;12019000;21;271;PR;917800;25;25000;23248;5.4;0
370;2020;4;12019000;21;576;GO;917800;2192;2191660;734133;5.4;0
